Order Date,Row ID,Order ID,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit
17/04/2020,3014,CA-2017-134845,Standard Class,SR-20425,Home Office,United States,Louisville,Colorado,80027,West,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,8.96,6,0.7,-6.57
17/04/2020,3015,CA-2017-134845,Standard Class,SR-20425,Home Office,United States,Louisville,Colorado,80027,West,OFF-PA-10002005,Xerox 225,Office Supplies,Paper,20.74,4,0.2,7.26
17/04/2020,3252,CA-2017-119389,First Class,BG-11740,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,60.31,3,0.2,5.28
17/04/2020,6858,CA-2017-128965,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,28.14,3,0,13.51
17/04/2020,6859,CA-2017-128965,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,90008,West,OFF-LA-10001404,Avery 517,Office Supplies,Labels,7.38,2,0,3.47
17/04/2020,6860,CA-2017-128965,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,90008,West,OFF-FA-10001561,Stockwell Push Pins,Office Supplies,Fasteners,10.90,5,0,3.60
17/04/2020,6861,CA-2017-128965,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,Technology,Accessories,274.89,11,0,46.73
17/04/2020,6862,CA-2017-128965,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,90008,West,OFF-LA-10003190,Avery 474,Office Supplies,Labels,23.04,8,0,11.29
17/04/2020,6863,CA-2017-128965,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,218.35,3,0.2,-19.11
17/04/2020,9588,US-2017-129203,Standard Class,BM-11575,Corporate,United States,Chicago,Illinois,60653,Central,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,Office Supplies,Storage,195.14,4,0.2,-43.91
20/04/2020,2239,CA-2017-166849,Standard Class,SJ-20125,Home Office,United States,Chicago,Illinois,60610,Central,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,Furnishings,44.40,2,0.6,-52.17
20/04/2020,6154,CA-2017-151484,First Class,CV-12805,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,Furnishings,51.97,2,0.2,10.39
20/04/2020,6155,CA-2017-151484,First Class,CV-12805,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,51.34,3,0.2,5.78
20/04/2020,6156,CA-2017-151484,First Class,CV-12805,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,332.70,1,0.2,33.27
20/04/2020,6157,CA-2017-151484,First Class,CV-12805,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,42.41,3,0.2,9.54
20/04/2020,6766,CA-2017-100615,Standard Class,SJ-20215,Consumer,United States,Chicago,Illinois,60653,Central,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,317.06,3,0.3,-18.12
20/04/2020,6767,CA-2017-100615,Standard Class,SJ-20215,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10001683,Lumber Crayons,Office Supplies,Art,15.76,2,0.2,3.55
20/04/2020,6768,CA-2017-100615,Standard Class,SJ-20215,Consumer,United States,Chicago,Illinois,60653,Central,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,14.56,5,0.6,-6.19
20/04/2020,7595,CA-2017-119655,Standard Class,CV-12295,Consumer,United States,Detroit,Michigan,48234,Central,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,146.86,7,0,70.49
20/04/2020,7596,CA-2017-119655,Standard Class,CV-12295,Consumer,United States,Detroit,Michigan,48234,Central,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,36.56,4,0,18.28
20/04/2020,9877,US-2017-166324,First Class,BE-11455,Home Office,United States,Cleveland,Ohio,44105,East,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,848.54,4,0.2,-21.21
20/04/2020,9878,US-2017-166324,First Class,BE-11455,Home Office,United States,Cleveland,Ohio,44105,East,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,8.70,5,0.7,-6.38
20/04/2020,9879,US-2017-166324,First Class,BE-11455,Home Office,United States,Cleveland,Ohio,44105,East,TEC-PH-10004080,Avaya 5410 Digital phone,Technology,Phones,122.38,3,0.4,-24.48
21/04/2020,177,US-2017-152366,Second Class,SJ-20500,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,97.26,4,0.8,-243.16
21/04/2020,1103,US-2017-145863,Standard Class,RP-19390,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders,2.69,3,0.8,-4.71
21/04/2020,1104,US-2017-145863,Standard Class,RP-19390,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002049,UniKeep View Case Binders,Office Supplies,Binders,2.93,3,0.8,-4.99
21/04/2020,3713,CA-2017-166198,First Class,JW-15955,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories,11.54,1,0,3.46
21/04/2020,3714,CA-2017-166198,First Class,JW-15955,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings,162.60,3,0,34.15
21/04/2020,7184,CA-2017-128853,First Class,JM-15250,Consumer,United States,Baltimore,Maryland,21215,East,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,908.82,9,0,227.21
21/04/2020,7567,CA-2017-140802,First Class,KN-16390,Corporate,United States,Houston,Texas,77070,Central,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,47.98,3,0.2,8.40
21/04/2020,7568,CA-2017-140802,First Class,KN-16390,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10001534,Xerox 230,Office Supplies,Paper,20.74,4,0.2,7.26
22/04/2020,805,CA-2017-135783,First Class,GM-14440,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,18.28,2,0,6.22
22/04/2020,3027,CA-2017-169054,Standard Class,MO-17800,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,254.35,3,0.2,0.00
22/04/2020,8280,CA-2017-146192,Standard Class,BD-11725,Consumer,United States,Columbus,Georgia,31907,South,OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage,675.06,3,0,87.76
23/04/2020,2600,CA-2017-108553,Standard Class,SK-19990,Consumer,United States,New York City,New York,10024,East,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,121.94,2,0,35.36
23/04/2020,2601,CA-2017-108553,Standard Class,SK-19990,Consumer,United States,New York City,New York,10024,East,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,122.71,7,0,36.81
23/04/2020,3867,CA-2017-146360,Second Class,SC-20305,Consumer,United States,Lawrence,Indiana,46226,Central,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,155.34,6,0,55.92
23/04/2020,6033,CA-2017-104010,First Class,TD-20995,Consumer,United States,New York City,New York,10011,East,OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies,Supplies,54.90,5,0,15.37
23/04/2020,6596,CA-2017-157112,First Class,GG-14650,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,11.76,5,0.7,-7.84
23/04/2020,6597,CA-2017-157112,First Class,GG-14650,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10001804,Xerox 195,Office Supplies,Paper,5.34,1,0.2,1.87
23/04/2020,7241,CA-2017-136651,Second Class,JF-15355,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,66.36,7,0,26.54
23/04/2020,7242,CA-2017-136651,Second Class,JF-15355,Consumer,United States,Pasadena,California,91104,West,OFF-BI-10003638,GBC Durable Plastic Covers,Office Supplies,Binders,92.88,6,0.2,30.19
23/04/2020,7243,CA-2017-136651,Second Class,JF-15355,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10004864,Eldon 500 Class Desk Accessories,Furniture,Furnishings,24.14,2,0,7.97
23/04/2020,8470,US-2017-132031,Standard Class,PN-18775,Home Office,United States,Clarksville,Tennessee,37042,South,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,387.14,4,0.2,-14.52
23/04/2020,8471,US-2017-132031,Standard Class,PN-18775,Home Office,United States,Clarksville,Tennessee,37042,South,TEC-AC-10002473,Maxell 4.7GB DVD-R,Technology,Accessories,45.41,2,0.2,11.92
23/04/2020,8472,US-2017-132031,Standard Class,PN-18775,Home Office,United States,Clarksville,Tennessee,37042,South,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,77.95,3,0.2,-11.69
23/04/2020,8473,US-2017-132031,Standard Class,PN-18775,Home Office,United States,Clarksville,Tennessee,37042,South,OFF-LA-10000081,Avery 496,Office Supplies,Labels,3.00,1,0.2,1.05
23/04/2020,8592,CA-2017-101700,First Class,SO-20335,Consumer,United States,Greeley,Colorado,80634,West,OFF-EN-10003134,Staple envelope,Office Supplies,Envelopes,18.69,2,0.2,7.01
23/04/2020,8593,CA-2017-101700,First Class,SO-20335,Consumer,United States,Greeley,Colorado,80634,West,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",Furniture,Furnishings,11.66,3,0.2,3.35
24/04/2020,1685,CA-2017-149489,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,99.28,2,0.2,12.41
24/04/2020,1686,CA-2017-149489,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,1.19,2,0.7,-0.99
24/04/2020,1687,CA-2017-149489,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,7.52,2,0.7,-5.76
24/04/2020,3656,CA-2017-168102,Standard Class,CP-12340,Corporate,United States,Jacksonville,Florida,32216,South,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,113.57,2,0.2,-21.29
24/04/2020,5527,CA-2017-166933,Standard Class,MG-17890,Home Office,United States,Santa Barbara,California,93101,West,OFF-FA-10002676,Colored Push Pins,Office Supplies,Fasteners,1.81,1,0,0.65
24/04/2020,5978,CA-2017-116953,First Class,SV-20935,Consumer,United States,Mesa,Arizona,85204,West,TEC-PH-10004614,AT&T 841000 Phone,Technology,Phones,552.00,10,0.2,34.50
24/04/2020,6024,US-2017-128832,First Class,LS-16945,Corporate,United States,Providence,Rhode Island,2908,East,TEC-AC-10004855,V7 USB Numeric Keypad,Technology,Accessories,69.98,2,0,4.90
24/04/2020,8200,CA-2017-125269,Standard Class,AF-10870,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders,10.43,5,0.8,-18.25
24/04/2020,8201,CA-2017-125269,Standard Class,AF-10870,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10004123,Safco Industrial Wire Shelving System,Office Supplies,Storage,72.78,1,0.2,-18.20
25/04/2020,5075,CA-2017-151071,Second Class,MB-18085,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,13.90,2,0.2,4.52
25/04/2020,5108,CA-2017-132213,First Class,PN-18775,Home Office,United States,Nashville,Tennessee,37211,South,OFF-AR-10004078,Newell 312,Office Supplies,Art,42.05,9,0.2,5.26
25/04/2020,5109,CA-2017-132213,First Class,PN-18775,Home Office,United States,Nashville,Tennessee,37211,South,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,67.92,5,0.2,6.79
25/04/2020,5434,CA-2017-129707,Standard Class,LH-16750,Consumer,United States,Chandler,Arizona,85224,West,OFF-AR-10000246,Newell 318,Office Supplies,Art,8.90,4,0.2,0.67
25/04/2020,6888,CA-2017-120222,Standard Class,LL-16840,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,19.05,3,0,8.76
25/04/2020,6889,CA-2017-120222,Standard Class,LL-16840,Consumer,United States,Los Angeles,California,90032,West,OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,73.34,3,0.2,27.50
25/04/2020,7172,CA-2017-125381,Second Class,SG-20605,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,107.97,3,0,22.67
25/04/2020,8974,CA-2017-159226,Second Class,RL-19615,Consumer,United States,Los Angeles,California,90008,West,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,344.98,7,0.15,28.41
26/04/2020,1359,CA-2017-160045,First Class,LB-16735,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,1.99,1,0.6,-1.44
26/04/2020,2961,CA-2017-143665,Standard Class,PO-19180,Home Office,United States,Seattle,Washington,98115,West,OFF-PA-10003673,Strathmore Photo Mount Cards,Office Supplies,Paper,20.34,3,0,9.36
26/04/2020,2962,CA-2017-143665,Standard Class,PO-19180,Home Office,United States,Seattle,Washington,98115,West,OFF-LA-10002034,Avery 478,Office Supplies,Labels,39.28,8,0,19.25
27/04/2020,3098,CA-2017-135692,Standard Class,CV-12805,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,33.12,4,0.2,11.59
27/04/2020,3099,CA-2017-135692,Standard Class,CV-12805,Corporate,United States,Fort Worth,Texas,76106,Central,FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,220.27,4,0.32,-42.11
27/04/2020,4637,CA-2017-168228,First Class,AP-10915,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,123.92,4,0,33.46
27/04/2020,4638,CA-2017-168228,First Class,AP-10915,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,12.39,3,0,5.70
27/04/2020,4639,CA-2017-168228,First Class,AP-10915,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art,47.30,2,0,12.30
27/04/2020,8638,CA-2017-151281,Standard Class,HM-14980,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,139.58,7,0,39.08
28/04/2020,5455,CA-2017-160962,Standard Class,MC-17605,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10001325,Sterilite Officeware Hinged File Box,Office Supplies,Storage,8.38,1,0.2,0.73
28/04/2020,5456,CA-2017-160962,Standard Class,MC-17605,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003056,Newell 341,Office Supplies,Art,6.85,2,0.2,0.77
28/04/2020,8087,CA-2017-120894,Standard Class,JL-15130,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,28.08,3,0.2,5.27
28/04/2020,8365,CA-2017-137631,Standard Class,JL-15235,Consumer,United States,Kissimmee,Florida,34741,South,TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology,Phones,751.98,2,0.2,84.60
29/04/2020,1728,US-2017-164056,Second Class,FM-14215,Corporate,United States,Dublin,Ohio,43017,East,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,1048.35,5,0.4,-69.89
29/04/2020,7157,CA-2017-126718,Standard Class,KT-16480,Consumer,United States,Orange,New Jersey,7050,East,OFF-LA-10004055,Color-Coded Legal Exhibit Labels,Office Supplies,Labels,4.91,1,0,2.41
30/04/2020,1491,CA-2017-151911,Second Class,DL-13495,Corporate,United States,New York City,New York,10024,East,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,62.96,4,0,28.33
30/04/2020,1662,CA-2017-144526,Standard Class,QJ-19255,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,677.58,5,0.4,-158.10
30/04/2020,1663,CA-2017-144526,Standard Class,QJ-19255,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders,13.90,3,0.7,-9.26
30/04/2020,1915,CA-2017-124597,Standard Class,AS-10630,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10003190,Avery 474,Office Supplies,Labels,4.61,2,0.2,1.67
30/04/2020,1916,CA-2017-124597,Standard Class,AS-10630,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-AR-10002280,Staples in misc. colors,Office Supplies,Art,15.53,3,0.2,4.85
30/04/2020,1917,CA-2017-124597,Standard Class,AS-10630,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10001569,Avery 499,Office Supplies,Labels,11.95,3,0.2,3.88
30/04/2020,2779,CA-2017-108322,Standard Class,SS-20140,Corporate,United States,Pompano Beach,Florida,33068,South,FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,23.68,8,0.2,6.22
30/04/2020,2780,CA-2017-108322,Standard Class,SS-20140,Corporate,United States,Pompano Beach,Florida,33068,South,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories,2.38,3,0.2,0.74
30/04/2020,3410,US-2017-150847,Standard Class,JF-15490,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004451,Xerox 222,Office Supplies,Paper,10.37,2,0.2,3.63
30/04/2020,4551,US-2017-107636,First Class,NM-18520,Consumer,United States,Manchester,Connecticut,6040,East,OFF-LA-10003388,Avery 5,Office Supplies,Labels,5.76,2,0,2.82
30/04/2020,4758,US-2017-144582,Standard Class,TC-21475,Home Office,United States,Danville,Illinois,61832,Central,OFF-BI-10001575,GBC Linen Binding Covers,Office Supplies,Binders,43.37,7,0.8,-69.40
30/04/2020,5289,US-2017-136784,Standard Class,AD-10180,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000675,Xerox 1919,Office Supplies,Paper,163.96,4,0,80.34
30/04/2020,5314,CA-2017-137876,Standard Class,DJ-13510,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,64.96,2,0,21.44
30/04/2020,5315,CA-2017-137876,Standard Class,DJ-13510,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,30.56,4,0,14.97
30/04/2020,5526,CA-2017-154501,Standard Class,EA-14035,Corporate,United States,Los Angeles,California,90008,West,OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,Art,9.78,2,0,4.01
30/04/2020,7183,CA-2017-150609,Standard Class,NZ-18565,Home Office,United States,Los Angeles,California,90032,West,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,23.24,5,0.2,7.55
30/04/2020,8564,US-2017-108315,Standard Class,MH-18115,Home Office,United States,Sanford,Florida,32771,South,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders,4.84,3,0.7,-3.55
30/04/2020,8565,US-2017-108315,Standard Class,MH-18115,Home Office,United States,Sanford,Florida,32771,South,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings,220.70,6,0.2,-8.28
01/05/2020,3896,CA-2017-110212,Standard Class,SJ-20125,Home Office,United States,Texarkana,Arkansas,71854,South,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories,48.90,5,0,18.09
01/05/2020,8235,CA-2017-102204,Standard Class,CJ-12010,Consumer,United States,Jacksonville,Florida,32216,South,OFF-SU-10001212,Kleencut Forged Office Shears by Acme United Corporation,Office Supplies,Supplies,3.33,2,0.2,0.42
01/05/2020,8236,CA-2017-102204,Standard Class,CJ-12010,Consumer,United States,Jacksonville,Florida,32216,South,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,933.26,4,0.45,-458.15
01/05/2020,8237,CA-2017-102204,Standard Class,CJ-12010,Consumer,United States,Jacksonville,Florida,32216,South,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,2803.92,5,0.2,0.00
01/05/2020,9335,CA-2017-110198,First Class,AG-10900,Consumer,United States,Coral Springs,Florida,33065,South,FUR-BO-10001798,Bush Somerset Collection Bookcase,Furniture,Bookcases,314.35,3,0.2,-15.72
01/05/2020,9336,CA-2017-110198,First Class,AG-10900,Consumer,United States,Coral Springs,Florida,33065,South,OFF-LA-10004409,Avery 492,Office Supplies,Labels,4.61,2,0.2,1.50
02/05/2020,2518,CA-2017-123134,Standard Class,DW-13585,Corporate,United States,Westfield,New Jersey,7090,East,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,129.93,3,0,12.99
02/05/2020,6913,US-2017-128398,Second Class,EM-13825,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,Technology,Accessories,159.56,4,0,59.04
02/05/2020,7393,CA-2017-147844,Standard Class,DD-13570,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,15.70,5,0,7.07
02/05/2020,7394,CA-2017-147844,Standard Class,DD-13570,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10001615,Newell 34,Office Supplies,Art,59.52,3,0,15.48
02/05/2020,7395,CA-2017-147844,Standard Class,DD-13570,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,34.40,5,0,15.82
03/05/2020,3632,CA-2017-132178,Second Class,DB-12970,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,69.52,2,0,19.47
03/05/2020,3633,CA-2017-132178,Second Class,DB-12970,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,763.44,8,0,45.81
03/05/2020,7609,CA-2017-163209,Standard Class,MK-18160,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001166,Xerox 2,Office Supplies,Paper,25.92,4,0,12.44
03/05/2020,7610,CA-2017-163209,Standard Class,MK-18160,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003651,Newell 350,Office Supplies,Art,22.96,7,0,6.66
03/05/2020,8352,CA-2017-132199,Standard Class,BO-11350,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",Furniture,Furnishings,32.45,2,0.2,7.30
03/05/2020,8353,CA-2017-132199,Standard Class,BO-11350,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,26.39,4,0.7,-17.59
03/05/2020,8354,CA-2017-132199,Standard Class,BO-11350,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,373.47,5,0.4,-112.04
03/05/2020,8355,CA-2017-132199,Standard Class,BO-11350,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,64.20,5,0.7,-44.94
03/05/2020,8356,CA-2017-132199,Standard Class,BO-11350,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-FA-10002280,Advantus Plastic Paper Clips,Office Supplies,Fasteners,8.00,2,0.2,2.80
04/05/2020,1353,CA-2017-162978,Standard Class,LW-16990,Corporate,United States,San Francisco,California,94109,West,TEC-PH-10003092,Motorola L804,Technology,Phones,183.96,5,0.2,20.70
04/05/2020,1354,CA-2017-162978,Standard Class,LW-16990,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10002250,Things To Do Today Pad,Office Supplies,Paper,17.61,3,0,8.45
04/05/2020,1355,CA-2017-162978,Standard Class,LW-16990,Corporate,United States,San Francisco,California,94109,West,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,300.90,1,0.2,11.28
04/05/2020,2467,CA-2017-128755,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,9.11,1,0,4.10
04/05/2020,2468,CA-2017-128755,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,23602,South,OFF-ST-10003306,Letter Size Cart,Office Supplies,Storage,571.44,4,0,165.72
04/05/2020,2469,CA-2017-128755,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10004983,Xerox 23,Office Supplies,Paper,32.40,5,0,15.55
04/05/2020,2470,CA-2017-128755,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,23602,South,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,16.91,1,0,4.57
04/05/2020,2958,CA-2017-168900,Standard Class,SH-20395,Consumer,United States,Springfield,Ohio,45503,East,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,2.31,1,0.7,-1.93
